0.01,0,0,0,0,-0,0,-0,0,109.449,72.57,-10.023,1.113,-0.003,-3.434,112.366,87.607,-13.462,2.889,-0.687
0.02,0,0,0,0,-0,0,-0,0,109.449,72.57,-10.023,1.113,-0.003,-2.937,112.703,87.179,-13.384,2.714,-0.821
0.03,0,0,0,0,-0,0,-0,0,109.449,72.57,-10.023,1.113,-0.003,-2.446,113.026,86.752,-13.311,2.547,-0.945
0.04,0,0,0,0,-0,0,-0,0,109.449,72.57,-10.023,1.113,-0.003,-1.96,113.337,86.329,-13.243,2.388,-1.06
0.05,0,0,0,0,-0,0,-0,0,109.449,72.57,-10.023,1.113,-0.003,-1.494,113.651,85.905,-13.18,2.236,-1.167
0.06,0,0,0,0,-0,0,-0,0,109.448,72.57,-10.023,1.113,-0.003,-1.066,113.963,85.481,-13.121,2.093,-1.268
0.07,0,0,0,0,-0,0,-0,0,109.448,72.57,-10.023,1.113,-0.003,-0.671,114.269,85.057,-13.066,1.957,-1.364
0.08,0,0,0,0,-0,0,-0,0,109.448,72.57,-10.023,1.113,-0.003,-0.294,114.566,84.636,-13.015,1.828,-1.455
0.09,0,0,0,0,-0,0,-0,0,109.447,72.57,-10.023,1.113,-0.003,0.074,114.851,84.217,-12.968,1.706,-1.541
0.1,0,0,0,0,-0,0,-0,0,109.447,72.57,-10.023,1.113,-0.003,0.546,115.126,83.8,-12.921,1.582,-1.627
0.11,0,0,0,0,-0,0,-0,0,109.446,72.57,-10.023,1.113,-0.003,1.349,115.429,83.379,-12.865,1.428,-1.723
0.12,0,0.001,-0,0,-0,0,0,0,109.446,72.57,-10.023,1.113,-0.003,2.537,115.771,82.931,-12.792,1.191,-1.844
0.13,0,0.003,-0.001,0,-0,0,0,0,109.446,72.57,-10.023,1.113,-0.003,4.143,116.214,82.433,-12.687,0.808,-2.011
0.14,0,0.007,-0.002,0,-0,0,0,0,109.446,72.57,-10.023,1.113,-0.003,6.28,116.749,81.852,-12.538,0.255,-2.243
0.15,0,0.013,-0.004,0,-0.001,0,0,0,109.446,72.57,-10.023,1.113,-0.003,9.109,117.414,81.152,-12.338,-0.45,-2.544
0.16,0,0.022,-0.006,0,-0.002,0,0,0,109.445,72.57,-10.023,1.113,-0.003,12.663,118.2,80.29,-12.088,-1.264,-2.914
0.17,0,0.035,-0.009,0,-0.002,0,0,0,109.444,72.57,-10.023,1.113,-0.003,16.883,119.154,79.224,-11.78,-2.163,-3.36
0.18,0,0.052,-0.013,0,-0.004,0,0,0,109.443,72.57,-10.023,1.113,-0.003,21.414,120.263,77.914,-11.416,-3.106,-3.895
0.19,0,0.073,-0.018,0,-0.005,0,0,0,109.442,72.57,-10.023,1.113,-0.003,25.929,121.523,76.343,-11.019,-4.051,-4.517
0.2,0,0.098,-0.024,0,-0.007,0,0,0,109.441,72.571,-10.023,1.114,-0.003,30.091,122.877,74.498,-10.605,-4.93,-5.223
0.21,0,0.128,-0.031,0.001,-0.009,0.001,0,0,109.44,72.571,-10.024,1.114,-0.003,34.091,124.343,72.402,-10.18,-5.749,-5.999
0.22,0,0.162,-0.039,0.001,-0.011,0.001,0,0,109.439,72.572,-10.024,1.114,-0.003,37.749,125.891,70.15,-9.74,-6.537,-6.837
0.23,0,0.2,-0.047,0.001,-0.014,0.001,0,0,109.438,72.572,-10.024,1.115,-0.003,41.211,127.591,67.869,-9.278,-7.337,-7.705
0.24,0,0.242,-0.057,0.001,-0.017,0.001,0,-0,109.438,72.573,-10.025,1.116,-0.003,43.974,129.417,65.657,-8.813,-8.096,-8.534
0.25,0,0.288,-0.067,0.001,-0.02,0.001,0,-0,109.438,72.574,-10.025,1.117,-0.003,46.597,131.4,63.576,-8.337,-8.774,-9.27
0.26,0,0.337,-0.078,0.001,-0.023,0.001,0,-0,109.438,72.576,-10.026,1.118,-0.003,48.754,133.606,61.736,-7.855,-9.35,-9.9
