0.7,0,-7.918,6.988,2.605,-0.267,0.11,-0.002,0,210.195,51.169,-8.485,3.223,-0.008,-122.109,348.657,123.01,-22.536,-21.876,-16.822,86.303,-105.395,-59.428,12.801,25.815,16.954
0.71,0,-8.285,7.326,2.729,-0.279,0.116,-0.002,0,210.305,51.424,-8.524,3.226,-0.008,-123.491,349.869,123.676,-22.728,-22.323,-17.272,87.052,-105.931,-59.948,12.964,26.309,17.405
0.72,0,-8.657,7.669,2.856,-0.293,0.122,-0.002,0,210.417,51.685,-8.563,3.23,-0.008,-124.806,351.289,124.879,-22.978,-22.731,-17.725,87.859,-106.866,-60.851,13.174,26.702,17.859
0.73,0,-9.032,8.02,2.985,-0.306,0.129,-0.002,0,210.53,51.953,-8.604,3.235,-0.008,-126.569,352.62,126.014,-23.238,-23.133,-18.21,89.58,-107.145,-61.269,13.334,27.144,18.359
0.74,0,-9.411,8.376,3.117,-0.32,0.135,-0.002,0,210.643,52.226,-8.644,3.239,-0.008,-128.894,354.143,127.05,-23.454,-23.422,-18.679,91.705,-108.212,-61.848,13.468,27.387,18.812
0.75,0,-9.795,8.737,3.25,-0.334,0.142,-0.002,0,210.758,52.505,-8.686,3.244,-0.008,-131.317,356.369,127.986,-23.673,-23.729,-19.121,93.609,-110.148,-62.273,13.636,27.757,19.248
0.76,0,-10.185,9.101,3.384,-0.348,0.148,-0.002,0,210.874,52.789,-8.727,3.25,-0.008,-132.714,359.871,129.84,-24.131,-24.057,-19.476,93.72,-113.905,-64.353,14.196,28.087,19.563
0.77,0,-10.58,9.47,3.52,-0.362,0.155,-0.003,0,210.99,53.078,-8.769,3.255,-0.008,-133.477,363.894,132.293,-24.765,-24.397,-19.734,94.134,-116.956,-66.232,14.763,28.468,19.792
0.78,0,-10.976,9.853,3.661,-0.377,0.163,-0.003,0,211.103,53.37,-8.811,3.262,-0.008,-134.72,366.237,134.2,-25.339,-24.69,-19.904,95.656,-116.801,-66.963,15.146,28.775,19.932
0.79,0,-11.373,10.25,3.808,-0.393,0.17,-0.003,0,211.215,53.664,-8.854,3.268,-0.008,-136.274,366.371,134.41,-25.682,-24.906,-19.984,96.993,-114.867,-65.676,15.273,29.007,19.982
0.8,0,-11.775,10.65,3.955,-0.409,0.178,-0.003,0,211.326,53.964,-8.896,3.276,-0.008,-136.849,366.217,134.386,-25.91,-25.16,-20.009,96.513,-114.851,-65.703,15.483,29.303,19.993
0.81,0,-12.179,11.05,4.102,-0.425,0.186,-0.003,0,211.436,54.272,-8.939,3.283,-0.008,-136.703,367.289,135.062,-26.334,-25.464,-20.053,96.18,-116.39,-66.334,15.976,29.63,20.053
0.82,0,-12.58,11.452,4.249,-0.441,0.193,-0.003,0,211.542,54.587,-8.983,3.291,-0.008,-137.406,368.811,137.067,-26.924,-25.745,-20.169,97.788,-117.319,-68.422,16.518,29.916,20.197
0.83,0,-12.979,11.862,4.4,-0.458,0.201,-0.003,0,211.643,54.907,-9.027,3.299,-0.008,-139.126,370.343,138.217,-27.34,-26.058,-20.395,100.036,-117.884,-68.084,16.695,30.288,20.465
0.84,0,-13.38,12.278,4.553,-0.475,0.21,-0.003,0,211.742,55.231,-9.071,3.307,-0.008,-139.669,371.966,138.871,-27.566,-26.328,-20.764,99.311,-119.086,-68.462,16.834,30.544,20.884
0.85,0,-13.782,12.695,4.707,-0.492,0.218,-0.003,0,211.836,55.562,-9.116,3.316,-0.008,-139.363,374.463,140.038,-27.796,-26.576,-21.258,99.156,-121.843,-69.493,17.04,30.813,21.415
0.86,0,-14.18,13.118,4.862,-0.51,0.227,-0.004,0,211.924,55.897,-9.161,3.325,-0.008,-139.257,376.511,142.024,-28.101,-26.844,-21.856,99.6,-122.502,-71.168,17.268,31.124,22.045
0.87,0,-14.572,13.549,5.021,-0.528,0.235,-0.004,-0,212.003,56.236,-9.206,3.335,-0.008,-139.809,377.931,143.138,-28.282,-27.139,-22.432,100.995,-122.976,-70.965,17.245,31.46,22.594
0.88,0,-14.962,13.986,5.181,-0.546,0.244,-0.004,-0,212.074,56.58,-9.251,3.345,-0.008,-139.963,378.789,143.676,-28.24,-27.318,-22.896,100.954,-123.071,-71.05,17.057,31.599,23.015
0.89,0,-15.35,14.426,5.343,-0.565,0.253,-0.004,-0,212.137,56.929,-9.296,3.355,-0.008,-139.163,379.271,144.317,-28.241,-27.517,-23.186,100.152,-123.098,-71.295,17.052,31.863,23.24
0.9,0,-15.732,14.869,5.505,-0.584,0.262,-0.004,-0,212.19,57.284,-9.342,3.366,-0.008,-137.931,379.726,145.726,-28.317,-27.62,-23.29,99.516,-123.398,-72.697,17.069,31.912,23.283
0.91,0,-16.103,15.313,5.668,-0.604,0.272,-0.004,-0,212.228,57.648,-9.388,3.376,-0.008,-137.769,380.831,146.698,-28.455,-27.783,-23.254,101.164,-124.612,-72.731,17.126,32.162,23.207
0.92,0,-16.467,15.761,5.833,-0.624,0.281,-0.004,-0,212.253,58.016,-9.435,3.387,-0.008,-137.829,381.597,147.35,-28.593,-27.944,-23.191,101.653,-124.492,-72.889,17.158,32.314,23.15
0.93,0,-16.824,16.209,5.998,-0.644,0.29,-0.005,-0,212.263,58.389,-9.482,3.398,-0.008,-137.117,382.754,148.433,-28.807,-28.207,-23.131,101.321,-126.22,-73.898,17.369,32.655,23.088
0.94,0,-17.172,16.66,6.164,-0.665,0.3,-0.005,-0,212.257,58.767,-9.528,3.409,-0.008,-135.577,383.994,149.933,-29.235,-28.353,-23.15,100.368,-126.938,-74.986,17.789,32.729,23.148
0.95,0,-17.509,17.114,6.331,-0.686,0.309,-0.005,-0,212.23,59.149,-9.576,3.42,-0.008,-134.414,384.711,151.148,-29.711,-28.532,-23.279,100.976,-127.048,-75.399,18.12,32.997,23.311
0.96,0,-17.833,17.571,6.499,-0.708,0.319,-0.005,-0,212.181,59.535,-9.623,3.431,-0.008,-133.409,385.423,151.736,-30.181,-28.707,-23.502,101.045,-127.894,-75.36,18.514,33.15,23.564
0.97,0,-18.144,18.028,6.668,-0.73,0.328,-0.005,0,212.109,59.925,-9.671,3.442,-0.008,-132.197,386.063,152.09,-30.608,-28.804,-23.782,101.056,-128.412,-75.278,18.825,33.241,23.857
0.98,0,-18.442,18.487,6.837,-0.753,0.338,-0.005,0,212.009,60.317,-9.719,3.453,-0.008,-130.697,385.737,152.605,-31.01,-28.866,-24,100.798,-127.416,-75.383,19.128,33.315,24.037
0.99,0,-18.726,18.948,7.007,-0.776,0.348,-0.005,0,211.882,60.712,-9.767,3.464,-0.008,-128.631,385.106,152.955,-31.254,-29.012,-24.085,99.934,-127.109,-75.22,19.204,33.515,24.074
1,0,-18.994,19.405,7.176,-0.799,0.358,-0.006,0,211.721,61.109,-9.816,3.474,-0.009,-126.609,384.646,153.56,-31.262,-29.053,-24.133,99.861,-127.171,-75.731,19.056,33.483,24.127
1.01,0,-19.242,19.86,7.344,-0.823,0.367,-0.006,0,211.524,61.51,-9.865,3.484,-0.009,-125.071,384.531,154.369,-31.219,-29.125,-24.228,100.411,-127.697,-76.217,18.945,33.613,24.243
1.02,0,-19.473,20.313,7.512,-0.847,0.377,-0.006,0,211.289,61.91,-9.913,3.494,-0.009,-123.386,384.657,154.895,-31.232,-29.174,-24.387,100.287,-128.273,-76.227,18.895,33.629,24.425
1.03,0,-19.686,20.764,7.678,-0.872,0.386,-0.006,0,211.014,62.309,-9.96,3.503,-0.009,-120.786,385.009,155.302,-31.068,-29.122,-24.636,99.022,-129.282,-76.344,18.546,33.544,24.707
1.04,0,-19.879,21.213,7.845,-0.896,0.396,-0.006,0,210.693,62.704,-10.007,3.511,-0.009,-118.194,384.717,155.771,-31.038,-29.236,-24.944,98.825,-128.959,-76.449,18.544,33.769,25.029
1.05,0,-20.051,21.661,8.011,-0.922,0.405,-0.006,0,210.322,63.094,-10.053,3.519,-0.009,-115.549,383.534,156.602,-30.927,-29.31,-25.312,98.133,-128.129,-77.152,18.242,33.768,25.42
1.06,0,-20.2,22.104,8.175,-0.947,0.414,-0.006,0,209.897,63.479,-10.098,3.526,-0.009,-112.954,382.729,156.957,-30.969,-29.351,-25.653,97.961,-128.746,-76.97,18.339,33.82,25.736
1.07,0,-20.327,22.542,8.338,-0.973,0.423,-0.007,-0,209.415,63.857,-10.141,3.532,-0.009,-110.223,381.96,156.793,-31.245,-29.305,-25.876,97.299,-128.705,-76.472,18.597,33.715,25.912
1.08,0,-20.432,22.976,8.499,-1,0.432,-0.007,0,208.874,64.224,-10.183,3.538,-0.009,-106.8,380.789,157.124,-31.574,-29.333,-25.955,95.785,-128.507,-76.959,18.857,33.795,25.943
1.09,0,-20.513,23.404,8.659,-1.026,0.441,-0.007,0,208.267,64.579,-10.224,3.542,-0.009,-103.197,379.329,157.64,-31.903,-29.359,-25.94,94.753,-128.132,-77.231,19.108,33.776,25.905
1.1,0,-20.568,23.828,8.817,-1.053,0.45,-0.007,0,207.586,64.919,-10.263,3.545,-0.009,-100.134,377.194,157.905,-32.273,-29.47,-25.892,94.611,-126.766,-77.157,19.413,33.94,25.851
1.11,0,-20.598,24.243,8.972,-1.08,0.458,-0.007,0,206.831,65.242,-10.299,3.547,-0.009,-97.043,375.463,157.557,-32.521,-29.35,-25.872,93.84,-127.241,-76.591,19.543,33.643,25.849
1.12,0,-20.603,24.65,9.124,-1.108,0.467,-0.007,0,205.999,65.547,-10.333,3.548,-0.009,-93.497,373.723,157.25,-32.842,-29.302,-25.881,92.564,-126.897,-76.414,19.895,33.689,25.865
1.13,0,-20.582,25.05,9.274,-1.135,0.475,-0.007,0,205.082,65.829,-10.364,3.547,-0.009,-90.043,371.554,157.083,-33.043,-29.285,-25.9,91.958,-126.295,-76.22,19.939,33.607,25.886
1.14,0,-20.534,25.441,9.421,-1.163,0.482,-0.007,0,204.077,66.086,-10.392,3.545,-0.009,-86.577,369.129,157.329,-33.07,-29.358,-25.94,90.977,-125.8,-76.775,19.895,33.718,25.935
1.15,0,-20.461,25.824,9.565,-1.191,0.49,-0.008,0,202.979,66.313,-10.415,3.542,-0.009,-83.094,366.314,156.707,-33.012,-29.252,-26.032,90.143,-124.597,-75.574,19.759,33.465,26.05
1.16,0,-20.361,26.195,9.704,-1.219,0.497,-0.008,0,201.786,66.511,-10.434,3.537,-0.009,-79.677,363.857,156.114,-32.895,-29.225,-26.194,89.392,-125.221,-75.686,19.642,33.494,26.236
1.17,0,-20.237,26.555,9.84,-1.246,0.504,-0.008,0,200.493,66.676,-10.449,3.53,-0.009,-75.96,361.131,155.469,-32.753,-29.175,-26.393,87.958,-124.348,-74.999,19.469,33.351,26.441
1.18,0,-20.087,26.904,9.971,-1.274,0.511,-0.008,0,199.096,66.802,-10.458,3.521,-0.009,-72.014,357.66,155.762,-32.631,-29.234,-26.577,86.509,-123.337,-76.248,19.377,33.454,26.615
1.19,0,-19.911,27.243,10.099,-1.302,0.517,-0.008,0,197.588,66.887,-10.46,3.511,-0.009,-68.471,353.783,155.212,-32.63,-29.181,-26.725,85.855,-121.743,-75.122,19.401,33.27,26.751
1.2,0,-19.71,27.568,10.223,-1.329,0.523,-0.008,0,195.967,66.929,-10.457,3.498,-0.009,-65.206,350.077,154.288,-32.586,-29.129,-26.851,85.064,-121.581,-75.013,19.36,33.212,26.873
1.21,0,-19.485,27.88,10.341,-1.357,0.529,-0.008,0,194.232,66.925,-10.448,3.484,-0.009,-61.851,345.983,153.176,-32.616,-29.066,-26.93,83.98,-120.025,-74.103,19.467,33.077,26.931
1.22,0,-19.236,28.176,10.453,-1.384,0.534,-0.008,0,192.379,66.873,-10.432,3.468,-0.009,-58.757,341.574,152.995,-32.691,-29.107,-26.912,83.419,-119.299,-75.263,19.613,33.124,26.875
1.23,0,-18.966,28.462,10.562,-1.41,0.539,-0.008,0,190.405,66.766,-10.408,3.449,-0.009,-55.614,336.454,152.245,-32.71,-28.99,-26.817,82.277,-116.564,-74.256,19.614,32.859,26.762
1.24,0,-18.673,28.731,10.665,-1.437,0.544,-0.008,0,188.307,66.605,-10.378,3.429,-0.009,-53.083,331.611,150.833,-32.484,-29.005,-26.659,82.457,-116.288,-73.751,19.378,32.93,26.582
1.25,0,-18.36,28.983,10.762,-1.463,0.548,-0.009,0,186.088,66.389,-10.339,3.407,-0.009,-50.489,326.931,149.314,-32.28,-29.004,-26.478,81.451,-115.313,-73.008,19.338,32.798,26.402
1.26,0,-18.028,29.219,10.852,-1.488,0.552,-0.009,-0,183.745,66.114,-10.291,3.383,-0.009,-47.954,321.851,148.498,-31.982,-29.102,-26.274,80.976,-114.225,-73.543,19.075,32.915,26.186
1.27,0,-17.679,29.439,10.937,-1.513,0.556,-0.009,-0,181.279,65.776,-10.235,3.357,-0.009,-45.194,316.423,147.56,-31.734,-28.996,-26.093,79.618,-112.496,-73.154,18.989,32.608,26.024
1.28,0,-17.314,29.645,11.017,-1.537,0.559,-0.009,-0,178.687,65.375,-10.169,3.329,-0.009,-42.966,310.931,145.81,-31.478,-29.034,-25.963,79.457,-111.323,-72.142,18.826,32.73,25.912
